Data Medicao,Hora Medicao,RADIACAO GLOBAL(Kj/m²),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),VENTO  RAJADA MAXIMA(m/s)
12/19/2015,8:00:00,3.143,24.5,89,5.2
12/19/2015,9:00:00,44.843,24.6,90,4.4
12/19/2015,10:00:00,222.778,26.7,82,7.5
12/19/2015,11:00:00,0.467,28.8,69,10.4
12/19/2015,12:00:00,98.207,30.4,58,10.2
12/19/2015,13:00:00,1275.878,31.5,52,10.7
12/19/2015,14:00:00,2363.206,33.2,47,11.1
12/19/2015,15:00:00,2609.289,33.5,47,12.6
12/19/2015,16:00:00,2684.464,34.4,43,12.9
12/19/2015,17:00:00,2996.869,33.3,46,12.4
12/19/2015,18:00:00,1997.415,32.6,47,14.1
12/19/2015,19:00:00,1605.416,31.5,51,13.1
12/19/2015,20:00:00,460.633,29.6,59,12
12/19/2015,21:00:00,22.535,27.9,69,13
12/19/2015,22:00:00,null,27,76,8.8
12/19/2015,23:00:00,null,26.5,79,9.5
12/20/2015,0:00:00,null,26.1,82,7.1
12/20/2015,1:00:00,null,25.8,83,6.2
12/20/2015,2:00:00,null,25.2,86,4.4
12/20/2015,3:00:00,null,24.8,88,4.8
12/20/2015,4:00:00,0.773,24.7,89,3.4
12/20/2015,5:00:00,-0.315,24.3,89,3.5
12/20/2015,6:00:00,-0.411,24.3,91,4.2
12/20/2015,7:00:00,null,24.2,91,4.5
12/20/2015,8:00:00,11.424,24.2,91,3
